	RUT	N°ALUMNO	SEXO	CURRICULUM	CODIGO PROGRAMA	PROGRAMA	CODIGO PREFERENCIA ESPECIALIDAD	PREFERENCIA ESPECIALIDAD	CODIGO PREFERENCIA MAJOR	PREFERENCIA MAJOR	CODIGO MAJOR SELECCIONADO	MAJOR SELECCIONADO	CODIGO MINOR SELECCIONADO	MINOR SELECCIONADO	TRACK/ÁREA	PLAN DE ESTUDIOS PERSONALIZADO	ESTADO	AÑO INGRESO	VÍA DE INGRESO	TIPO INGRESO ESPECIAL	PROM. PPA	TOTAL CRÉDITOS APROBADOS	TOTAL CRÉDITOS CONVALIDADOS	TOTAL CRÉDITOS APROBADOS+CONVALIDADOS	TOTAL CRÉDITOS REPROBADOS	TOTAL CRÉDITOS INSCRITOS	ESTUDIOS VIGENTES(PARALELO)	ESTUDIOS NO VIGENTES(FINALIZADOS POR ALGÚN MOTIVO)	LICENCIADO	FECHA LIC.	EGRESADO	FECHA EGR.	TITULADO	COLEGIO REGIÓN	COLEGIO TIPO	COLEGIO EGRESO	ESTADO DSRD ACTUAL	TIPO INGRESO	PUESTO
268	266	266	M	C2013	40013	ING CIVIL	 	 	81012	MAJOR EN INGENIERÍA ESTRUCTURAL	81008	MAJOR EN INGENIERÍA MECÁNICA	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		NO	REGULAR	2013	ORDINARIA PAA		"4,87"	400	25	425	20	480	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	500
269	267	267	M	C2013	40013	ING CIVIL	40052	"Ingeniero Civil de Industrias, Diploma en Ingeniería Mecánica"	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81112	MINOR DE AMPLITUD EN LOGÍSTICA Y TRANSPORTE DE CARGA		NO	REGULAR	2013	ORDINARIA PAA		"4,43"	405	0	405	60	515	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	543
270	268	268	M	C2013	40013	ING CIVIL	 	 	 	 	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81149	MINOR DE PROFUNDIDAD EN ENERGÍA ELÉCTRICA		SI	REGULAR	2013	ORDINARIA PAA		"5,59"	525	0	525	0	585	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	22
271	271	271	M	C2013	40013	ING CIVIL	40007	Ingeniero Civil de Computación	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81152	MINOR DE PROFUNDIDAD EN FUNDAMENTOS CIENTÍFICOS Y TECNOLÓGICOS DE LA COMPUTACIÓN		NO	REGULAR	2013	ORDINARIA PAA		"4,23"	200	0	200	170	410	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	138
272	272	272	M	C2013	40013	ING CIVIL	 	 	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		SI	REGULAR	2013	ORDINARIA PAA		"5,30"	455	30	485	0	495	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	255
273	274	274	M	C2013	40013	ING CIVIL	40007	Ingeniero Civil de Computación	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81118	MINOR DE AMPLITUD EN INGENIERÍA MECÁNICA		NO	REGULAR	2013	ORDINARIA PAA		"4,81"	425	0	425	70	545	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	484
274	275	275	M	C2013	40013	ING CIVIL	40004	"Ingeniero Civil de Industrias, Diploma en Ingeniería Ambiental"	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81010	MAJOR EN INGENIERÍA HIDRÁULICA	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL	Track Recursos Hídricos	NO	REGULAR	2013	ORDINARIA PAA		"4,70"	405	0	405	70	540	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	493
275	277	277	M	C2013	40013	ING CIVIL	 	 	81018	MAJOR EN INGENIERÍA MATEMÁTICA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	10005	MINOR DE AMPLITUD EN INGENIERÍA MATEMÁTICA		SI	REGULAR	2013	ORDINARIA PAA		"4,82"	430	0	430	40	520	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	200
276	278	278	M	C2013	40013	ING CIVIL	 	 	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		SI	REGULAR	2013	ORDINARIA PAA		"5,17"	430	0	430	30	510	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	374
277	279	279	M	C2013	40013	ING CIVIL	40095	"Ingeniero Civil de Industrias, Diploma en Ingeniería en Tecnologías de Información"	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		NO	REGULAR	2013	ORDINARIA PAA		"5,22"	465	0	465	40	555	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	246
278	281	281	M	C2013	40013	ING CIVIL	 	 	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81118	MINOR DE AMPLITUD EN INGENIERÍA MECÁNICA		NO	REGULAR	2013	ORDINARIA PAA		"5,00"	410	0	410	30	500	ING CIVIL		NO		NO		NO	X	PARTICULAR PAGADO	2012	100	-	73
279	282	282	M	C2013	40013	ING CIVIL	 	 	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81126	MINOR DE AMPLITUD EN PROGRAMACIÓN		SI	REGULAR	2013	ORDINARIA PAA		"5,21"	480	0	480	20	540	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	123
280	284	284	M	C2013	40013	ING CIVIL	 	 	81007	MAJOR EN INGENIERÍA MINERA	81007	MAJOR EN INGENIERÍA MINERA	81142	MINOR DE PROFUNDIDAD EN GESTIÓN MINERA		SI	REGULAR	2013	ORDINARIA PAA		"5,11"	505	0	505	0	545	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	634
281	285	285	M	C2013	40013	ING CIVIL	 	 	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL	Track Ingeniería	NO	REGULAR	2013	ORDINARIA PAA		"5,05"	470	0	470	30	560	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	288
282	286	286	M	C2013	40013	ING CIVIL	 	 	81006	MAJOR EN INGENIERÍA CIVIL	81098	MAJOR EN INVESTIGACIÓN OPERATIVA (V.2014)	81126	MINOR DE AMPLITUD EN PROGRAMACIÓN		SI	REGULAR	2013	ORDINARIA PAA		"5,08"	465	0	465	30	555	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	297
283	289	289	M	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		SI	REGULAR	2013	ORDINARIA PAA		"5,08"	375	0	375	50	470	ING CIVIL		NO		NO		NO	VII	PARTICULAR PAGADO	2012	100	-	70
284	290	290	M	C2013	40013	ING CIVIL	 	 	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		SI	REGULAR	2013	ORDINARIA PAA		"4,81"	470	0	470	60	585	ING CIVIL		NO		NO		NO	XIV	PARTICULAR PAGADO	2012	100	-	316
285	291	291	M	C2013	40013	ING CIVIL	 	 	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		NO	REGULAR	2013	ORDINARIA PAA		"4,96"	460	0	460	30	550	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	635
286	294	294	F	C2013	40013	ING CIVIL	 	 	81006	MAJOR EN INGENIERÍA CIVIL	 	 	 	 	 	NO	NO VIGENTE ABANDONO	2013	ORDINARIA PAA		"4,03"	60	0	60	40	100		ING CIVIL()	NO		NO		NO	IX	PARTICULAR PAGADO	2012	337	-	617
287	295	295	F	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		NO	REGULAR	2013	ORDINARIA PAA		"5,02"	490	0	490	40	580	ING CIVIL		NO		NO		NO	VI	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	461
288	298	298	M	C2013	40013	ING CIVIL	 	 	81006	MAJOR EN INGENIERÍA CIVIL	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81124	MINOR DE AMPLITUD EN INGENIERÍA ELÉCTRICA		NO	REGULAR	2013	ORDINARIA PAA		"5,44"	490	0	490	10	550	ING CIVIL		NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	100	-	48
289	300	300	M	C2013	40013	ING CIVIL	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	81014	MAJOR EN INGENIERÍA DE CONSTRUCCIÓN	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		NO	REGULAR	2013	ORDINARIA PAA		"4,70"	470	0	470	70	600	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	502
290	301	301	M	C2013	40013	ING CIVIL	 	 	 	 	 	 	 	 	 	NO	NO VIGENTE RENUNCIADO	2013	ORDINARIA PAA		"5,47"	50	0	50	50	100		ING CIVIL()	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	333	-	520
291	303	303	M	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		NO	REGULAR	2013	ORDINARIA PAA		"5,31"	500	0	500	10	570	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	50
292	304	304	M	C2013	40013	ING CIVIL	 	 	81006	MAJOR EN INGENIERÍA CIVIL	81006	MAJOR EN INGENIERÍA CIVIL	 	 	 	NO	NO VIGENTE RENUNCIADO	2013	ORDINARIA PAA		"5,12"	110	0	110	80	190		ING CIVIL()	NO		NO		NO	VII	PARTICULAR PAGADO	2012	333	-	352
293	305	305	M	C2013	40013	ING CIVIL	 	 	 	 	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81118	MINOR DE AMPLITUD EN INGENIERÍA MECÁNICA		NO	REGULAR	2013	ORDINARIA PAA		"4,04"	190	0	190	120	350	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	615
294	306	306	M	C2013	40013	ING CIVIL	 	 	 	 	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		SI	REGULAR	2013	ORDINARIA PAA		"5,13"	490	0	490	30	570	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	46
295	307	307	M	C2013	40013	ING CIVIL	 	 	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		NO	REGULAR	2013	ORDINARIA PAA		"4,78"	420	0	420	70	545	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	388
296	308	308	M	C2013	40013	ING CIVIL	 	 	81011	MAJOR EN INGENIERÍA GEOTÉCNICA	81011	MAJOR EN INGENIERÍA GEOTÉCNICA	81111	MINOR DE AMPLITUD EN GEOCIENCIAS		SI	REGULAR	2013	ORDINARIA PAA		"4,56"	405	0	405	90	550	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	423
297	309	309	M	C2013	40013	ING CIVIL	40007	Ingeniero Civil de Computación	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81152	MINOR DE PROFUNDIDAD EN FUNDAMENTOS CIENTÍFICOS Y TECNOLÓGICOS DE LA COMPUTACIÓN		NO	REGULAR	2013	ORDINARIA PAA		"5,71"	460	0	460	0	515	ING CIVIL		NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	100	-	378
298	310	310	M	C2013	40013	ING CIVIL	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	81008	MAJOR EN INGENIERÍA MECÁNICA	81144	MINOR DE PROFUNDIDAD EN MATERIALES		SI	REGULAR	2013	ORDINARIA PAA		"4,95"	525	0	525	10	570	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	486
299	311	311	M	C2013	40013	ING CIVIL	 	 	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		SI	REGULAR	2013	ORDINARIA PAA		"5,11"	500	0	500	10	510	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	96
300	314	314	M	C2013	40013	ING CIVIL	40062	"Ingeniero Civil de Industrias, Diploma en Ingeniería Eléctrica"	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81149	MINOR DE PROFUNDIDAD EN ENERGÍA ELÉCTRICA		SI	REGULAR	2013	ORDINARIA PAA		"4,93"	470	0	470	20	545	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	353
301	317	317	F	C2013	40013	ING CIVIL	 	 	81001	MAJOR EN INGENIERÍA QUÍMICA	81001	MAJOR EN INGENIERÍA QUÍMICA	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		NO	REGULAR	2013	ORDINARIA PAA		"5,11"	460	0	460	60	580	ING CIVIL		NO		NO		NO	VII	PARTICULAR PAGADO	2012	100	-	191
302	320	320	M	C2013	40013	ING CIVIL	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	81008	MAJOR EN INGENIERÍA MECÁNICA	81145	MINOR DE PROFUNDIDAD EN MECATRÓNICA		SI	TERMINO DE CICLO	2013	ORDINARIA PAA		"4,99"	425	0	425	30	455	"ING CIVIL MECANICO, MAG EN CS INGENIERIA"	ING CIVIL()	NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	341	-	301
303	322	322	M	C2013	40013	ING CIVIL	40095	"Ingeniero Civil de Industrias, Diploma en Ingeniería en Tecnologías de Información"	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81112	MINOR DE AMPLITUD EN LOGÍSTICA Y TRANSPORTE DE CARGA		NO	REGULAR	2013	ORDINARIA PAA		"5,37"	435	0	435	10	495	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	586
304	323	323	M	C2013	40013	ING CIVIL	 	 	81006	MAJOR EN INGENIERÍA CIVIL	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		SI	REGULAR	2013	ORDINARIA PAA		"5,00"	475	0	475	40	575	ING CIVIL		NO		NO		NO	IX	PARTICULAR PAGADO	2012	100	-	229
305	324	324	M	C2013	40013	ING CIVIL	 	 	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81148	MINOR DE PROFUNDIDAD EN ELECTRÓNICA Y TELECOMUNICACIONES		NO	REGULAR	2013	ORDINARIA PAA		"4,77"	390	0	390	95	545	ING CIVIL		NO		NO		NO	IX	PARTICULAR PAGADO	2012	100	-	211
306	325	325	M	C2013	40013	ING CIVIL	 	 	 	 	81006	MAJOR EN INGENIERÍA CIVIL	10000	SELECCIONAR ESTE TEXTO PARA REALIZAR INSCRIPCIÓN	Track Ingeniería Estructural	NO	REGULAR	2013	ORDINARIA PAA		"4,59"	370	0	370	90	510	ING CIVIL		NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	100	-	599
307	327	327	M	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81002	MAJOR EN SISTEMAS DE TRANSPORTE	81130	MINOR DE AMPLITUD EN AGUA Y ENERGÍA	Área 2: Herramientas de Análisis y Modelación (versión transporte)	NO	REGULAR	2013	ORDINARIA PAA		"5,53"	460	40	500	0	510	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	33
308	328	328	M	C2013	40013	ING CIVIL	 	 	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81150	MINOR DE PROFUNDIDAD EN AUTOMÁTICA Y ROBÓTICA		NO	REGULAR	2013	ORDINARIA PAA		"4,47"	405	0	405	165	635	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	427
309	331	331	F	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81006	MAJOR EN INGENIERÍA CIVIL	10000	SELECCIONAR ESTE TEXTO PARA REALIZAR INSCRIPCIÓN	Track Ingeniería de Minería	SI	REGULAR	2013	ORDINARIA PAA		"5,34"	525	0	525	10	565	"ING CIVIL, MAG EN CS INGENIERIA"		NO		NO		NO	V	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	523
310	332	332	M	C2013	40013	ING CIVIL	40093	"Ingeniero Civil de Industrias, Diploma en Ingeniería de Minería"	81007	MAJOR EN INGENIERÍA MINERA	81001	MAJOR EN INGENIERÍA QUÍMICA	81126	MINOR DE AMPLITUD EN PROGRAMACIÓN		NO	REGULAR	2013	ORDINARIA PAA		"5,12"	490	0	490	55	610	ING CIVIL		NO		NO		NO	VIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	71
311	333	333	M	C2013	40013	ING CIVIL	 	 	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81126	MINOR DE AMPLITUD EN PROGRAMACIÓN	Track Ingeniería	NO	REGULAR	2013	ORDINARIA PAA		"5,67"	445	0	445	0	505	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	202
312	334	334	M	C2013	40013	ING CIVIL	 	 	81018	MAJOR EN INGENIERÍA MATEMÁTICA	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81152	MINOR DE PROFUNDIDAD EN FUNDAMENTOS CIENTÍFICOS Y TECNOLÓGICOS DE LA COMPUTACIÓN		SI	REGULAR	2013	ORDINARIA PAA		"4,90"	385	0	385	50	500	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	142
313	335	335	M	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		NO	REGULAR	2013	ORDINARIA PAA		"4,69"	370	0	370	50	480	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	235
314	337	337	M	C2013	40013	ING CIVIL	 	 	81007	MAJOR EN INGENIERÍA MINERA	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81150	MINOR DE PROFUNDIDAD EN AUTOMÁTICA Y ROBÓTICA		SI	REGULAR	2013	ORDINARIA PAA		"4,83"	400	0	400	70	520	ING CIVIL		NO		NO		NO	IV	PARTICULAR PAGADO	2012	100	-	627
315	338	338	M	C2013	40013	ING CIVIL	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	81008	MAJOR EN INGENIERÍA MECÁNICA	81119	MINOR DE AMPLITUD EN FUNDAMENTOS DE INGENIERÍA AEROESPACIAL		NO	REGULAR	2013	ORDINARIA PAA		"4,67"	390	0	390	65	515	ING CIVIL		NO		NO		NO	IV	PARTICULAR PAGADO	2012	100	-	334
316	339	339	F	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81008	MAJOR EN INGENIERÍA MECÁNICA	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		NO	REGULAR	2013	ORDINARIA PAA		"5,12"	455	0	455	40	545	ING CIVIL		NO		NO		NO	IV	PARTICULAR PAGADO	2012	100	-	562
317	340	340	F	C2013	40013	ING CIVIL	40004	"Ingeniero Civil de Industrias, Diploma en Ingeniería Ambiental"	 	 	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL	Track Ingeniería	NO	REGULAR	2013	ORDINARIA PAA		"5,00"	460	0	460	30	545	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	648
318	341	341	M	C2013	40013	ING CIVIL	 	 	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		SI	REGULAR	2013	ORDINARIA PAA		"4,88"	445	0	445	50	495	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	106
319	342	342	M	C2013	40013	ING CIVIL	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	81008	MAJOR EN INGENIERÍA MECÁNICA	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		NO	REGULAR	2013	ORDINARIA PAA		"4,73"	440	0	440	70	560	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	213
320	343	343	M	C2013	40013	ING CIVIL	 	 	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL	Track Ingeniería	NO	REGULAR	2013	ORDINARIA PAA		"5,28"	450	0	450	20	530	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	356
321	344	344	M	C2013	40013	ING CIVIL	 	 	81002	MAJOR EN SISTEMAS DE TRANSPORTE	81098	MAJOR EN INVESTIGACIÓN OPERATIVA (V.2014)	81126	MINOR DE AMPLITUD EN PROGRAMACIÓN		SI	REGULAR	2013	ORDINARIA PAA		"4,81"	435	0	435	80	570	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	400
322	345	345	F	C2013	40013	ING CIVIL	 	 	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81126	MINOR DE AMPLITUD EN PROGRAMACIÓN		NO	NO VIGENTE RENUNCIADO	2013	ORDINARIA PAA		"4,96"	180	0	180	60	240		ING CIVIL()	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	333	-	272
323	347	347	F	C2013	40013	ING CIVIL	 	 	81018	MAJOR EN INGENIERÍA MATEMÁTICA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81121	MINOR DE AMPLITUD EN HIDROLOGÍA AMBIENTAL		NO	REGULAR	2013	ORDINARIA PAA		"5,65"	510	0	510	20	575	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	296
324	348	348	F	C2013	40013	ING CIVIL	 	 	 	 	 	 	 	 	 	NO	NO VIGENTE RENDIMIENTO ACADEMICO	2013	ORDINARIA PAA		"5,09"	90	0	90	60	150		ING CIVIL()	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	334	-	657
325	349	349	F	C2013	40013	ING CIVIL	 	 	81016	MAJOR EN CIENCIAS AMBIENTALES	81006	MAJOR EN INGENIERÍA CIVIL	10000	SELECCIONAR ESTE TEXTO PARA REALIZAR INSCRIPCIÓN	Track Ingeniería Ambiental	NO	REGULAR	2013	ORDINARIA PAA		"5,34"	505	0	505	30	585	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	467
326	350	350	M	C2013	40013	ING CIVIL	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	81003	MAJOR EN SISTEMAS AUTÓNOMOS Y ROBÓTICOS	81118	MINOR DE AMPLITUD EN INGENIERÍA MECÁNICA		SI	REGULAR	2013	ORDINARIA PAA		"4,65"	395	0	395	70	510	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	530
327	352	352	F	C2013	40013	ING CIVIL	40092	"Ingeniero Civil de Industrias, Diploma en Ingeniería de Transporte"	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		NO	REGULAR	2013	ORDINARIA PAA		"5,28"	500	0	500	0	545	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	292
328	353	353	F	C2013	40013	ING CIVIL	 	 	81005	MAJOR EN GEOCIENCIAS	81008	MAJOR EN INGENIERÍA MECÁNICA	81130	MINOR DE AMPLITUD EN AGUA Y ENERGÍA		SI	REGULAR	2013	ORDINARIA PAA		"5,45"	550	0	550	0	600	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	234
329	354	354	M	C2013	40013	ING CIVIL	 	 	81007	MAJOR EN INGENIERÍA MINERA	 	 	 	 	 	NO	NO VIGENTE RENUNCIADO	2013	ORDINARIA PAA		"4,85"	60	0	60	40	100		ING CIVIL()	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	333	-	305
330	355	355	M	C2013	40013	ING CIVIL	 	 	81001	MAJOR EN INGENIERÍA QUÍMICA	81007	MAJOR EN INGENIERÍA MINERA	81142	MINOR DE PROFUNDIDAD EN GESTIÓN MINERA		NO	REGULAR	2013	ORDINARIA PAA		"5,23"	500	0	500	10	550	ING CIVIL		NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	100	-	549
331	356	356	M	C2013	40013	ING CIVIL	 	 	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81149	MINOR DE PROFUNDIDAD EN ENERGÍA ELÉCTRICA		SI	REGULAR	2013	ORDINARIA PAA		"5,73"	560	0	560	0	610	"ING CIVIL, MAG EN CS INGENIERIA"		NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	100	-	227
